message,author
#current Were only having ONE VP debate Bummer. I was really looking forward to that.,stacyvanwickler
Sarah Palin in the secret Cheney bunker.  #debate08 #mccain #obama,QueenMayhem
#debate08 Why did McCain close with the Veterans  that was weird. Last words and THATs what you say,dcjams
Buy a suit Michael Ware. #current #debate08,aagha
#debate08 sup obama killed it. you mccainiacs are lol,statesman
NObama4thisMama is right! #current #debate08,MNHeadhunter
wonders wheres Palin I mean shes qualified right #tweetdebate,TheSkunk
@saldarji I think McCain doesnt understand a lot. #debate08,frandiam
MCCAIN How about a spending freeze on everything but defense veteran affairs and entitlement programs. #DEBATE08,nathanmoore
BObama interrupted JMcCain too often. It was as bad as AGore walking in front of Bush at 00 debates. Arrogance. #debate08 #current,PatrickRuffini
@nubianvixen well thankya... I wish it was just bad comedy so my MST3K schtick wasnt whistling in the dark though #debate08,kathrynjones
@michaelszeto A friend said Gergen is such a sellout. #debate08,rosshill
McCain in the membrane! #debate08,israelpattison
Neither one won the #debate08 because they both want to bail out companies that really need chapter 11.,paul4dirt
Palin was out hunting a moose ;/ #tweetdebate,jguerrero
Anyone tweeting from The Irish Pub Please buy Sarah a drink; shes gonna need it before next Thursday. #debate08,ObamaNews
McCAINS PROBLEM LINE OF THE NIGHT Senator Obama you dont understand.  Condescending grumpy angry #tweetdebate,PatrickRuffini
@israelpattison um. McCain stumbled a lot. He was belicose. He repeated a false claim about Obamas tax plan. Not presidential. #debate08,jowyang
@janoss  abslutely McCain could not look at Obama!  http//janosschumacher.wordpress.com/,frijole
Someone on CBS needs to fix the lavalier mic on that guys jacket theres friction static or something. #current #debate08,martinbowling
Lindsey Graham is an idiot why does the McCain camp always use him There are so many better people . #current #debate08,cnnireport
@seasonothebitch I would sacrifice Paul Begala as a CNN analyst if it meant never having to see Castellanos again (besides FoxNews) #current,orbitaldiamonds
the polar bear on the island wants McCain #current,sizeofguam
@lifestudent83 I hope he gives speeches better than Miss South Carolina Im John McCain and I honestly believe... #current,greghyatt
Im offering my translation services Creepy McCain smile while Obama speaks=Damn Obama got me again! Im screwed. #debate08,pavlicko
McCain kept saying I know how to do this.  If he knows so much he needs to explain how he knows and WHAT he knows.  #debate08,A_Kaplan
@sarking I disagree. I think McCain loses by showing up. #debate08,EndTheRoboCalls
#debate08  apparently all the cool guys are wearing bracelets right now. Important fashion tip there. Oh also the worlds utterly fucked.,piyook
mccain avoiding eye contact reminded me of exactly what dubya did in the debates with kerry.is it a republican thing #tweetdebate #debate08,whitneyarlene
New drinking game Each McCain says (wrongly) Sen. Obama doesnt understand=take a shot. Each creepy McCain smile=chug. #debate08,jimbergman
Obama should start smearing and being ridiculous with dark shadow footage because thats the only way to win in this country. #debate08,pasher
Dee Dee Meyers thought Obama did great job on showing how great leader he is. Hmm must have watched different one than she did #current,brianvan
@lindagoin I started paying attention after you brought it up.  I didnt see him make eye contact once.,h0zae
No need to make false claims about Obamas plan. I read it. talk about scary!!! #debate08,mabisa
@tarheelcoxn thats it right there. trying to get away with lying in the debate is no good. #debate08,legend_killer
Was B Obamas interromption or talking over J McCain a result of talkshow uncivility #debate08 #current,eleanoroosevelt
RT @factoryjoe I looked into McCains eyes and saw a B a U an S and an H (add from me but even more willing to lie to win) #current,Dayngr
McCain thinks travel to relevant areas=expertise. When will US govt consult with me on my expertise Ive been to Iran. #debate08,VJESCI
#debate08 #current Barr in Interview The moderator let them go on and on thats pandering to the American people not leadership.,marcelotas
@MailOurMilitary me too!  and i hate instead of expressing opinions making personal attacks on the candidate,MailOurMilitary
condescending  read correct #debate08,krotscheck
@drthomasho what spin Debate was a yawn fest where both played to their base.,henpow2nd
#debate08 this was mccains good shot to beat down obama and it doesnt look like that happened.,Will Parker
@msblog might be deaf dumb and blind.,disavian
@roadkillrefugee that was mccs version of reagans there you go again to carter in their debate #tweetdebate,missouri_gal
@forever_trust Drives me crazy! #DEBATE08,sisterstalk
#tweetdebate Its telling that a lot of postanalysis is focused on trying to figure out what Obama could have done better,UltraNurd
@scbalazs Skipping around channels. David Gergen said McCain needed big win but didnt get it. Thanks for the @s!,ModaMags
@CurlingRiver Why are you so ignorant Your thinking and ideology are what drives this country in the ground #current,Moe
what is Sarah Palin going to show off as her preciouses in the VP debate I got a bra from a vetran of Iraqs wife...see! #current,davidweiner
#current #debate08 When Obama stayed positive his ratings shot up as soon as he went negative he dropped. He also looked fairly angry,quick13
Reports that Palin is out Moose hunting with her pregnant daugher somewhere near Russia #debate08,McLazy
#debate08 golly gee i wonder why they didnt have palin out spinning for mcsame could it be because shes functionally retarded PROBABLY!,fake_N_Sarkozy
@msblog I was wondering that. Just because youve been somewhere doesnt make you an expert on foreign policy with that country #debate08,mkantonelli
#debate08 Somewhere Sarah Palin is gently weeping as she watches the GOP crown Rudy Giuliani Miss PostDebate Spinner...,pierrefar
#debate08 McCain Noone can be opposed to renewable energy. Noone Reality http//ut.ag/00kG1,EndTheRoboCalls
Obama looked nervous and uncomfortable the entire time. #current #debate08,antoniostarr
GOP is laughing all the way to the Diebold voting machines. It doesnt even matter if half their party cant stand their candidate! #current,aremsan
Lindsey Graham sounds just like Mr. Rodgers. #current,cheeky_geeky
just wants to say my 14year old observes McCain just acted crazy sometimes.  Yup. That about sums up #debate08 response tonight for me.,Andrew Guyton
@seasonothebitch McCain owes us taxpayer funded liver transplants.,Kerry Snyder
oy vey! already with the new campaign ads #Debate08,kcrusher
@matttbastard but weve got to cut spending!,alindsey3
McCain Back in my day... when I was there in the 60s Obama Lies more lies thats not true. LIES. #debate08,neversent
NBC has Biden on after the debate. Instead of Palin we get....Rudy. Its almost like McCain is hiding his VP nominee. How weird. #debate08.,Ian Miles
#debate08 the cnn.com live reporter is awful! she is really informal and dumb!,starweaver
#debate08 Impressive McCain campaign already has a John is absolutely right ad out on YouTube. http//tinyurl.com/43n74w,gminks
McCains new ad on Obama agreeing with him is horse crap.  It cuts out what he really said. #current,Armano
cw will be no clear winner but that mccain didnt get the shakeup he wanted/needed (from both debate and campaign suspension) #tweetdebate,mediaphyter
So I think they confirmed to stereotype  confident kind of condescending jock and brainy egghead. I vote egghead. #debate08,PinkOliveFamily
@seasonothebitch my friend thats not change we can believing.,gminks
The worst part of all this is that what I think doesnt matterthe line on the debate cld be completely spun by tomorrow #debate08 #current,cmarlow480
#debate08 So if McCain wins Im probably screwed since he only seems to care about veterans,nohype
Also John seemed to be obsessed with slamming Obama and looked desperate. #current,nohype
#current Wow. You can see the republicans on this page just by looking for old white guy avatars.,starweaver
Man McCains already got a postdebate ad up http//tinyurl.com/43n74w #debate08,mediaphyter
Obama just let McCain back into the race by not going for the jugular during that debate. #debate08,megkroeplin
I hate watching presidential debates.  They just get me all anxious and freaked out!  Obama needs a better rhetorical strategy.  #debate08,jas_aiken
#current Biden who was right and who was wrong John has been dead wrong about [everything]. John was wrong about strategy & tactics.,dland
Whats that used car salesman doing on CNN Oh its Joe Biden. #debate08 #current,gminks
@fakejohnmccain John John John I wont be respectful and call you Senator McCain even if you do #tweetdebate,BukolaE
